ID,Line
15480,"  Each robber chief upheld his arméd halls,"
15481,"  Doing his evil will, nor less elate"
15482,  Than mightier heroes of a longer date.
15483,  What want these outlaws conquerors should have
15484,  But History's purchased page to call them great?
15485,  A wider space--an ornamented grave?
15486,"Their hopes were not less warm, their souls were full as brave."
15487,"In their baronial feuds and single fields,"
15488,  What deeds of prowess unrecorded died!
15489,"  And Love, which lent a blazon to their shields,"
15490,"  With emblems well devised by amorous pride,"
15491,  Through all the mail of iron hearts would glide;
15492,"  But still their flame was fierceness, and drew on"
15493,"  Keen contest and destruction near allied,"
15494,"  And many a tower for some fair mischief won,"
15495,Saw the discoloured Rhine beneath its ruin run.
15496,"But Thou, exulting and abounding river!"
15497,  Making thy waves a blessing as they flow
15498,  Through banks whose beauty would endure for ever
15499,"  Could man but leave thy bright creation so,"
15500,  Nor its fair promise from the surface mow
15501,"  With the sharp scythe of conflict, then to see"
15502,"  Thy valley of sweet waters, were to know"
15503,"  Earth paved like Heaven--and to seem such to me,"
15504,Even now what wants thy stream?--that it should Lethe be.
15505,"A thousand battles have assailed thy banks,"
15506,"  But these and half their fame have passed away,"
15507,  And Slaughter heaped on high his weltering ranks:
15508,"  Their very graves are gone, and what are they?"
15509,"  Thy tide washed down the blood of yesterday,"
15510,"  And all was stainless, and on thy clear stream"
15511,"  Glassed, with its dancing light, the sunny ray;"
15512,  But o'er the blacken'd memory's blighting dream
15513,"Thy waves would vainly roll, all sweeping as they seem."
15514,"Thus Harold inly said, and passed along,"
15515,  Yet not insensible to all which here
15516,  Awoke the jocund birds to early song
15517,  In glens which might have made even exile dear:
15518,"  Though on his brow were graven lines austere,"
15519,"  And tranquil sternness, which had ta'en the place"
15520,  Of feelings fierier far but less severe--
15521,"  Joy was not always absent from his face,"
15522,But o'er it in such scenes would steal with transient trace.
15523,"Nor was all Love shut from him, though his days"
15524,  Of Passion had consumed themselves to dust.
15525,  It is in vain that we would coldly gaze
15526,  On such as smile upon us; the heart must
15527,"  Leap kindly back to kindness, though Disgust"
15528,"  Hath weaned it from all worldlings: thus he felt,"
15529,"  For there was soft Remembrance, and sweet Trust"
15530,"  In one fond breast, to which his own would melt,"
15531,And in its tenderer hour on that his bosom dwelt.
15532,"And he had learned to love,--I know not why,"
15533,"  For this in such as him seems strange of mood,"
15534,"  The helpless looks of blooming Infancy,"
15535,"  Even in its earliest nurture; what subdued,"
15536,"  To change like this, a mind so far imbued"
15537,"  With scorn of man, it little boots to know;"
15538,  But thus it was; and though in solitude
15539,"  Small power the nipped affections have to grow,"
15540,In him this glowed when all beside had ceased to glow.
15541,"And there was one soft breast, as hath been said,"
15542,  Which unto his was bound by stronger ties
15543,"  Than the church links withal; and--though unwed,"
15544,"  _That_ love was pure--and, far above disguise,"
15545,  Had stood the test of mortal enmities
15546,"  Still undivided, and cemented more"
15547,"  By peril, dreaded most in female eyes;"
15548,"  But this was firm, and from a foreign shore"
15549,Well to that heart might his these absent greetings pour!
15550,The castled Crag of Drachenfels
15551,"Frowns o'er the wide and winding Rhine,"
15552,Whose breast of waters broadly swells
15553,"Between the banks which bear the vine,"
15554,"And hills all rich with blossomed trees,"
15555,"And fields which promise corn and wine,"
15556,"And scattered cities crowning these,"
15557,"Whose far white walls along them shine,"
15558,"Have strewed a scene, which I should see"
15559,With double joy wert _thou_ with me.
15560,"And peasant girls, with deep blue eyes,"
15561,"And hands which offer early flowers,"
15562,Walk smiling o'er this Paradise;
15563,"Above, the frequent feudal towers"
15564,Through green leaves lift their walls of gray;
15565,"And many a rock which steeply lowers,"
15566,"And noble arch in proud decay,"
15567,Look o'er this vale of vintage-bowers;
15568,"But one thing want these banks of Rhine,--"
15569,Thy gentle hand to clasp in mine!
15570,I send the lilies given to me--
15571,"Though long before thy hand they touch,"
15572,"I know that they must withered be,"
15573,But yet reject them not as such;
15574,"For I have cherished them as dear,"
15575,"Because they yet may meet thine eye,"
15576,"And guide thy soul to mine even here,"
15577,"When thou behold'st them drooping nigh,"
15578,"And know'st them gathered by the Rhine,"
15579,And offered from my heart to thine!
15580,The river nobly foams and flows--
15581,"The charm of this enchanted ground,"
15582,And all its thousand turns disclose
15583,Some fresher beauty varying round:
15584,The haughtiest breast its wish might bound
15585,Through life to dwell delighted here;
15586,Nor could on earth a spot be found
15587,To Nature and to me so dear--
15588,Could thy dear eyes in following mine
15589,Still sweeten more these banks of Rhine!
15590,"By Coblentz, on a rise of gentle ground,"
15591,"  There is a small and simple Pyramid,"
15592,  Crowning the summit of the verdant mound;
15593,  Beneath its base are Heroes' ashes hid--
15594,  Our enemy's--but let not that forbid
15595,  Honour to Marceau! o'er whose early tomb
15596,"  Tears, big tears, gushed from the rough soldier's lid,"
15597,"  Lamenting and yet envying such a doom,"
15598,"Falling for France, whose rights he battled to resume."
15599,"Brief, brave, and glorious was his young career,--"
15600,"  His mourners were two hosts, his friends and foes;"
15601,  And fitly may the stranger lingering here
15602,  Pray for his gallant Spirit's bright repose;--
15603,"  For he was Freedom's Champion, one of those,"
15604,"  The few in number, who had not o'erstept"
15605,  The charter to chastise which she bestows
15606,  On such as wield her weapons; he had kept
15607,The whiteness of his soul--and thus men o'er him wept.
15608,"Here Ehrenbreitstein, with her shattered wall"
15609,"  Black with the miner's blast, upon her height"
15610,"  Yet shows of what she was, when shell and ball"
15611,  Rebounding idly on her strength did light:--
15612,  A Tower of Victory! from whence the flight
15613,  Of baffled foes was watched along the plain:
15614,"  But Peace destroyed what War could never blight,"
15615,  And laid those proud roofs bare to Summer's rain--
15616,On which the iron shower for years had poured in vain.
15617,"Adieu to thee, fair Rhine! How long delighted"
15618,  The stranger fain would linger on his way!
15619,  Thine is a scene alike where souls united
15620,  Or lonely Contemplation thus might stray;
15621,  And could the ceaseless vultures cease to prey
15622,"  On self-condemning bosoms, it were here,"
15623,"  Where Nature, nor too sombre nor too gay,"
15624,"  Wild but not rude, awful yet not austere,"
15625,Is to the mellow Earth as Autumn to the year.
15626,Adieu to thee again! a vain adieu!
15627,  There can be no farewell to scene like thine;
15628,  The mind is coloured by thy every hue;
15629,  And if reluctantly the eyes resign
15630,"  Their cherished gaze upon thee, lovely Rhine!"
15631,  'Tis with the thankful glance of parting praise;
15632,"  More mighty spots may rise--more glaring shine,"
15633,  But none unite in one attaching maze
15634,"The brilliant, fair, and soft,--the glories of old days,"
15635,"The negligently grand, the fruitful bloom"
15636,"  Of coming ripeness, the white city's sheen,"
15637,"  The rolling stream, the precipice's gloom,"
15638,"  The forest's growth, and Gothic walls between,--"
15639,"  The wild rocks shaped, as they had turrets been,"
15640,  In mockery of man's art; and these withal
15641,"  A race of faces happy as the scene,"
15642,"  Whose fertile bounties here extend to all,"
15643,"Still springing o'er thy banks, though Empires near them fall."
15644,"But these recede. Above me are the Alps,"
15645,"  The Palaces of Nature, whose vast walls"
15646,"  Have pinnacled in clouds their snowy scalps,"
15647,  And throned Eternity in icy halls
15648,"  Of cold Sublimity, where forms and falls"
15649,  The Avalanche--the thunderbolt of snow!
15650,"  All that expands the spirit, yet appals,"
15651,"  Gather around these summits, as to show"
15652,"How Earth may pierce to Heaven, yet leave vain man below."
15653,"But ere these matchless heights I dare to scan,"
15654,"  There is a spot should not be passed in vain,--"
15655,"  Morat! the proud, the patriot field! where man"
15656,"  May gaze on ghastly trophies of the slain,"
15657,  Nor blush for those who conquered on that plain;
15658,"  Here Burgundy bequeathed his tombless host,"
15659,"  A bony heap, through ages to remain,"
15660,  Themselves their monument;--the Stygian coast
15661,"Unsepulchred they roamed, and shrieked each"
15662,                                       wandering ghost.
15663,"While Waterloo with Cannæ's carnage vies,"
15664,  Morat and Marathon twin names shall stand;
15665,"  They were true Glory's stainless victories,"
15666,  Won by the unambitious heart and hand
15667,"  Of a proud, brotherly, and civic band,"
15668,  All unbought champions in no princely cause
15669,  Of vice-entailed Corruption; they no land
15670,  Doomed to bewail the blasphemy of laws
15671,"Making Kings' rights divine, by some Draconic clause."
15672,By a lone wall a lonelier column rears
15673,  A gray and grief-worn aspect of old days;
15674,"  'Tis the last remnant of the wreck of years,"
15675,  And looks as with the wild-bewildered gaze
15676,"  Of one to stone converted by amaze,"
15677,  Yet still with consciousness; and there it stands
15678,"  Making a marvel that it not decays,"
15679,"  When the coeval pride of human hands,"
15680,"Levelled Aventicum, hath strewed her subject lands."
15681,And there--oh! sweet and sacred be the name!--
15682,  Julia--the daughter--the devoted--gave
15683,"  Her youth to Heaven; her heart, beneath a claim"
15684,"  Nearest to Heaven's, broke o'er a father's grave."
15685,"  Justice is sworn 'gainst tears, and hers would crave"
15686,  The life she lived in--but the Judge was just--
15687,  And then she died on him she could not save.
15688,"  Their tomb was simple, and without a bust,"
15689,And held within their urn one mind--one heart--one dust.
15690,"But these are deeds which should not pass away,"
15691,"  And names that must not wither, though the Earth"
15692,"  Forgets her empires with a just decay,"
15693,  The enslavers and the enslaved--their death and birth;
15694,"  The high, the mountain-majesty of Worth"
15695,"  Should be--and shall, survivor of its woe,"
15696,"  And from its immortality, look forth"
15697,"  In the sun's face, like yonder Alpine snow,"
15698,Imperishably pure beyond all things below.
15699,"Lake Leman woos me with its crystal face,"
15700,  The mirror where the stars and mountains view
15701,  The stillness of their aspect in each trace
15702,  Its clear depth yields of their far height and hue:
15703,"  There is too much of Man here, to look through"
15704,  With a fit mind the might which I behold;
15705,  But soon in me shall Loneliness renew
15706,"  Thoughts hid, but not less cherished than of old,"
15707,Ere mingling with the herd had penned me in their fold.
15708,"To fly from, need not be to hate, mankind:"
15709,"  All are not fit with them to stir and toil,"
15710,  Nor is it discontent to keep the mind
15711,"  Deep in its fountain, lest it overboil"
15712,"  In the hot throng, where we become the spoil"
15713,"  Of our infection, till too late and long"
15714,"  We may deplore and struggle with the coil,"
15715,  In wretched interchange of wrong for wrong
15716,"Midst a contentious world, striving where none are strong."
15717,"There, in a moment, we may plunge our years"
15718,"  In fatal penitence, and in the blight"
15719,"  Of our own Soul turn all our blood to tears,"
15720,  And colour things to come with hues of Night;
15721,  The race of life becomes a hopeless flight
15722,  To those that walk in darkness: on the sea
15723,  The boldest steer but where their ports invite--
15724,  But there are wanderers o'er Eternity
15725,"Whose bark drives on and on, and anchored ne'er shall be."
15726,"Is it not better, then, to be alone,"
15727,  And love Earth only for its earthly sake?
15728,"  By the blue rushing of the arrowy Rhone,"
15729,"  Or the pure bosom of its nursing Lake,"
15730,  Which feeds it as a mother who doth make
15731,"  A fair but froward infant her own care,"
15732,  Kissing its cries away as these awake;--
15733,"  Is it not better thus our lives to wear,"
15734,"Than join the crushing crowd, doomed to inflict or bear?"
15735,"I live not in myself, but I become"
15736,  Portion of that around me; and to me
15737,"  High mountains are a feeling, but the hum"
15738,  Of human cities torture: I can see
15739,"  Nothing to loathe in Nature, save to be"
15740,"  A link reluctant in a fleshly chain,"
15741,"  Classed among creatures, when the soul can flee,"
15742,  And with the sky--the peak--the heaving plain
15743,"Of Ocean, or the stars, mingle--and not in vain."
15744,"And thus I am absorbed, and this is life:--"
15745,"  I look upon the peopled desert past,"
15746,"  As on a place of agony and strife,"
15747,"  Where, for some sin, to Sorrow I was cast,"
15748,"  To act and suffer, but remount at last"
15749,"  With a fresh pinion; which I feel to spring,"
15750,"  Though young, yet waxing vigorous as the Blast"
15751,"  Which it would cope with, on delighted wing,"
15752,Spurning the clay-cold bonds which round our being cling.
15753,"And when, at length, the mind shall be all free"
15754,"  From what it hates in this degraded form,"
15755,"  Reft of its carnal life, save what shall be"
15756,"  Existent happier in the fly and worm,--"
15757,"  When Elements to Elements conform,"
15758,"  And dust is as it should be, shall I not"
15759,  Feel all I see less dazzling but more warm?
15760,  The bodiless thought? the Spirit of each spot?
15761,"Of which, even now, I share at times the immortal lot?"
15762,"Are not the mountains, waves, and skies, a part"
15763,"  Of me and of my Soul, as I of them?"
15764,  Is not the love of these deep in my heart
15765,  With a pure passion? should I not contemn
15766,"  All objects, if compared with these? and stem"
15767,"  A tide of suffering, rather than forego"
15768,  Such feelings for the hard and worldly phlegm
15769,"  Of those whose eyes are only turned below,"
15770,"Gazing upon the ground, with thoughts which dare not glow?"
15771,But this is not my theme; and I return
15772,"  To that which is immediate, and require"
15773,"  Those who find contemplation in the urn,"
15774,"  To look on One, whose dust was once all fire,--"
15775,  A native of the land where I respire
15776,"  The clear air for a while--a passing guest,"
15777,"  Where he became a being,--whose desire"
15778,"  Was to be glorious; 'twas a foolish quest,"
15779,"The which to gain and keep, he sacrificed all rest."
15780,"Here the self-torturing sophist, wild Rousseau,"
15781,"  The apostle of Affliction, he who threw"
15782,"  Enchantment over Passion, and from Woe"
15783,"  Wrung overwhelming eloquence, first drew"
15784,  The breath which made him wretched; yet he knew
15785,"  How to make Madness beautiful, and cast"
15786,"  O'er erring deeds and thoughts, a heavenly hue"
15787,"  Of words, like sunbeams, dazzling as they past"
15788,"The eyes, which o'er them shed tears feelingly and fast."
15789,His love was Passion's essence--as a tree
15790,  On fire by lightning; with ethereal flame
15791,"  Kindled he was, and blasted; for to be"
15792,"  Thus, and enamoured, were in him the same."
15793,"  But his was not the love of living dame,"
15794,"  Nor of the dead who rise upon our dreams,"
15795,"  But of ideal Beauty, which became"
15796,"  In him existence, and o'erflowing teems"
15797,"Along his burning page, distempered though it seems."
15798,"_This_ breathed itself to life in Julie, _this_"
15799,  Invested her with all that's wild and sweet;
15800,"  This hallowed, too, the memorable kiss"
15801,"  Which every morn his fevered lip would greet,"
15802,"  From hers, who but with friendship his would meet;"
15803,"  But to that gentle touch, through brain and breast"
15804,  Flashed the thrilled Spirit's love-devouring heat;
15805,  In that absorbing sigh perchance more blest
15806,Than vulgar minds may be with all they seek possest.
15807,"His life was one long war with self-sought foes,"
15808,  Or friends by him self-banished; for his mind
15809,"  Had grown Suspicion's sanctuary, and chose,"
15810,"  For its own cruel sacrifice, the kind,"
15811,  'Gainst whom he raged with fury strange and blind.
15812,"  But he was phrensied, wherefore, who may know?"
15813,  Since cause might be which Skill could never find;
15814,"  But he was phrensied by disease or woe,"
15815,"To that worst pitch of all, which wears a reasoning show."
15816,"For then he was inspired, and from him came,"
15817,"  As from the Pythian's mystic cave of yore,"
15818,"  Those oracles which set the world in flame,"
15819,  Nor ceased to burn till kingdoms were no more:
15820,  Did he not this for France? which lay before
15821,  Bowed to the inborn tyranny of years?
15822,"  Broken and trembling to the yoke she bore,"
15823,"  Till by the voice of him and his compeers,"
15824,Roused up to too much wrath which follows o'ergrown fears?
15825,They made themselves a fearful monument!
15826,"  The wreck of old opinions--things which grew,"
15827,"  Breathed from the birth of Time: the veil they rent,"
15828,"  And what behind it lay, all earth shall view."
15829,"  But good with ill they also overthrew,"
15830,"  Leaving but ruins, wherewith to rebuild"
15831,"  Upon the same foundation, and renew"
15832,"  Dungeons and thrones, which the same hour refilled,"
15833,"As heretofore, because Ambition was self-willed."
15834,"But this will not endure, nor be endured!"
15835,"  Mankind have felt their strength, and made it felt."
15836,"  They might have used it better, but, allured"
15837,"  By their new vigour, sternly have they dealt"
15838,  On one another; Pity ceased to melt
15839,"  With her once natural charities. But they,"
15840,"  Who in Oppression's darkness caved had dwelt,"
15841,"  They were not eagles, nourished with the day;"
15842,"What marvel then, at times, if they mistook their prey?"
15843,What deep wounds ever closed without a scar?
15844,"  The heart's bleed longest, and but heal to wear"
15845,  That which disfigures it; and they who war
15846,"  With their own hopes, and have been vanquished, bear"
15847,"  Silence, but not submission: in his lair"
15848,"  Fixed Passion holds his breath, until the hour"
15849,  Which shall atone for years; none need despair:
15850,"  It came--it cometh--and will come,--the power"
15851,To punish or forgive--in _one_ we shall be slower.
15852,"Clear, placid Leman! thy contrasted lake,"
15853,"  With the wild world I dwelt in, is a thing"
15854,"  Which warns me, with its stillness, to forsake"
15855,  Earth's troubled waters for a purer spring.
15856,  This quiet sail is as a noiseless wing
15857,  To waft me from distraction; once I loved
15858,"  Torn Ocean's roar, but thy soft murmuring"
15859,"  Sounds sweet as if a Sister's voice reproved,"
15860,That I with stern delights should e'er have been so moved.
15861,"It is the hush of night, and all between"
15862,"  Thy margin and the mountains, dusk, yet clear,"
15863,"  Mellowed and mingling, yet distinctly seen,"
15864,"  Save darkened Jura, whose capt heights appear"
15865,"  Precipitously steep; and drawing near,"
15866,"  There breathes a living fragrance from the shore,"
15867,  Of flowers yet fresh with childhood; on the ear
15868,"  Drops the light drip of the suspended oar,"
15869,Or chirps the grasshopper one good-night carol more.
15870,"He is an evening reveller, who makes"
15871,"  His life an infancy, and sings his fill;"
15872,"  At intervals, some bird from out the brakes"
15873,"  Starts into voice a moment, then is still."
15874,"  There seems a floating whisper on the hill,"
15875,  But that is fancy--for the Starlight dews
15876,"  All silently their tears of Love instil,"
15877,"  Weeping themselves away, till they infuse"
15878,Deep into Nature's breast the spirit of her hues.
15879,Ye Stars! which are the poetry of Heaven!
15880,  If in your bright leaves we would read the fate
15881,"  Of men and empires,--'tis to be forgiven,"
15882,"  That in our aspirations to be great,"
15883,"  Our destinies o'erleap their mortal state,"
15884,  And claim a kindred with you; for ye are
15885,"  A Beauty and a Mystery, and create"
15886,"  In us such love and reverence from afar,"
15887,"That Fortune,--Fame,--Power,--Life, have named themselves a Star."
15888,"All Heaven and Earth are still--though not in sleep,"
15889,"  But breathless, as we grow when feeling most;"
15890,"  And silent, as we stand in thoughts too deep:--"
15891,  All Heaven and Earth are still: From the high host
15892,"  Of stars, to the lulled lake and mountain-coast,"
15893,"  All is concentered in a life intense,"
15894,"  Where not a beam, nor air, nor leaf is lost,"
15895,"  But hath a part of Being, and a sense"
15896,Of that which is of all Creator and Defence.
15897,"Then stirs the feeling infinite, so felt"
15898,"  In solitude, where we are _least_ alone;"
15899,"  A truth, which through our being then doth melt,"
15900,"  And purifies from self: it is a tone,"
15901,"  The soul and source of Music, which makes known"
15902,"  Eternal harmony, and sheds a charm"
15903,"  Like to the fabled Cytherea's zone,"
15904,  Binding all things with beauty;--'twould disarm
15905,"The spectre Death, had he substantial power to harm."
15906,Not vainly did the early Persian make
15907,"  His altar the high places, and the peak"
15908,"  Of earth-o'ergazing mountains, --and thus take"
15909,"  A fit and unwalled temple, there to seek"
15910,"  The Spirit, in whose honour shrines are weak"
15911,"  Upreared of human hands. Come, and compare"
15912,  Columns and idol-dwellings--Goth or Greek--
15913,"  With Nature's realms of worship, earth and air--"
15914,Nor fix on fond abodes to circumscribe thy prayer!
15915,"The sky is changed!--and such a change! Oh Night,"
15916,"  And Storm, and Darkness, ye are wondrous strong,"
15917,"  Yet lovely in your strength, as is the light"
15918,"  Of a dark eye in Woman! Far along,"
15919,"  From peak to peak, the rattling crags among"
15920,"  Leaps the live thunder! Not from one lone cloud,"
15921,"  But every mountain now hath found a tongue,"
15922,"  And Jura answers, through her misty shroud,"
15923,"Back to the joyous Alps, who call to her aloud!"
15924,And this is in the Night:--Most glorious Night!
15925,  Thou wert not sent for slumber! let me be
15926,"  A sharer in thy fierce and far delight,--"
15927,  A portion of the tempest and of thee!
15928,"  How the lit lake shines, a phosphoric sea,"
15929,  And the big rain comes dancing to the earth!
15930,"  And now again 'tis black,--and now, the glee"
15931,"  Of the loud hills shakes with its mountain-mirth,"
15932,As if they did rejoice o'er a young Earthquake's birth.
15933,"Now, where the swift Rhone cleaves his way between"
15934,  Heights which appear as lovers who have parted
15935,"  In hate, whose mining depths so intervene,"
15936,"  That they can meet no more, though broken-hearted:"
15937,"  Though in their souls, which thus each other thwarted,"
15938,  Love was the very root of the fond rage
15939,"  Which blighted their life's bloom, and then departed:--"
15940,"  Itself expired, but leaving them an age"
15941,"Of years all winters,--war within themselves to wage:"
15942,"Now, where the quick Rhone thus hath cleft his way,"
15943,  The mightiest of the storms hath ta'en his stand:
15944,"  For here, not one, but many, make their play,"
15945,"  And fling their thunder-bolts from hand to hand,"
15946,"  Flashing and cast around: of all the band,"
15947,  The brightest through these parted hills hath forked
15948,"  His lightnings,--as if he did understand,"
15949,"  That in such gaps as Desolation worked,"
15950,There the hot shaft should blast whatever therein lurked.
15951,Sky--Mountains--River--Winds--Lake--Lightnings! ye!
15952,"  With night, and clouds, and thunder--and a Soul"
15953,"  To make these felt and feeling, well may be"
15954,  Things that have made me watchful; the far roll
15955,"  Of your departing voices, is the knoll"
15956,"  Of what in me is sleepless,--if I rest."
15957,"  But where of ye, O Tempests! is the goal?"
15958,  Are ye like those within the human breast?
15959,"Or do ye find, at length, like eagles, some high nest?"
15960,Could I embody and unbosom now
15961,"  That which is most within me,--could I wreak"
15962,"  My thoughts upon expression, and thus throw"
15963,  Soul--heart--mind--passions--feelings--strong or weak--
15964,"  All that I would have sought, and all I seek,"
15965,"  Bear, know, feel--and yet breathe--into _one_ word,"
15966,"  And that one word were Lightning, I would speak;"
15967,"  But as it is, I live and die unheard,"
15968,"With a most voiceless thought, sheathing it as a sword."
15969,"The Morn is up again, the dewy Morn,"
15970,"  With breath all incense, and with cheek all bloom--"
15971,"  Laughing the clouds away with playful scorn,"
15972,"  And living as if earth contained no tomb,--"
15973,  And glowing into day: we may resume
15974,"  The march of our existence: and thus I,"
15975,"  Still on thy shores, fair Leman! may find room"
15976,"  And food for meditation, nor pass by"
15977,"Much, that may give us pause, if pondered fittingly."
15978,Clarens! sweet Clarens birthplace of deep Love!
15979,  Thine air is the young breath of passionate Thought;
15980,"  Thy trees take root in Love; the snows above,"
15981,"  The very Glaciers have his colours caught,"
15982,  And Sun-set into rose-hues sees them wrought
15983,"  By rays which sleep there lovingly: the rocks,"
15984,"  The permanent crags, tell here of Love, who sought"
15985,"  In them a refuge from the worldly shocks,"
15986,"Which stir and sting the Soul with Hope that woos, then mocks."
15987,"Clarens! by heavenly feet thy paths are trod,--"
15988,"  Undying Love's, who here ascends a throne"
15989,  To which the steps are mountains; where the God
15990,"  Is a pervading Life and Light,--so shown"
15991,"  Not on those summits solely, nor alone"
15992,  In the still cave and forest; o'er the flower
15993,"  His eye is sparkling, and his breath hath blown,"
15994,"  His soft and summer breath, whose tender power"
15995,Passes the strength of storms in their most desolate hour.
15996,"All things are here of _Him_; from the black pines,"
15997,"  Which are his shade on high, and the loud roar"
15998,"  Of torrents, where he listeneth, to the vines"
15999,"  Which slope his green path downward to the shore,"
16000,"  Where the bowed Waters meet him, and adore,"
16001,"  Kissing his feet with murmurs; and the Wood,"
16002,"  The covert of old trees, with trunks all hoar,"
16003,"  But light leaves, young as joy, stands where it stood,"
16004,"Offering to him, and his, a populous solitude."
16005,"A populous solitude of bees and birds,"
16006,"  And fairy-formed and many-coloured things,"
16007,"  Who worship him with notes more sweet than words,"
16008,"  And innocently open their glad wings,"
16009,"  Fearless and full of life: the gush of springs,"
16010,"  And fall of lofty fountains, and the bend"
16011,"  Of stirring branches, and the bud which brings"
16012,"  The swiftest thought of Beauty, here extend"
16013,Mingling--and made by Love--unto one mighty end.
16014,"He who hath loved not, here would learn that lore,"
16015,  And make his heart a spirit; he who knows
16016,"  That tender mystery, will love the more;"
16017,"  For this is Love's recess, where vain men's woes,"
16018,"  And the world's waste, have driven him far from those,"
16019,  For 'tis his nature to advance or die;
16020,"  He stands not still, but or decays, or grows"
16021,"  Into a boundless blessing, which may vie"
16022,"With the immortal lights, in its eternity!"
16023,"'Twas not for fiction chose Rousseau this spot,"
16024,  Peopling it with affections; but he found
16025,  It was the scene which Passion must allot
16026,  To the Mind's purified beings; 'twas the ground
16027,"  Where early Love his Psyche's zone unbound,"
16028,"  And hallowed it with loveliness: 'tis lone,"
16029,"  And wonderful, and deep, and hath a sound,"
16030,"  And sense, and sight of sweetness; here the Rhone"
16031,"Hath spread himself a couch, the Alps have reared a throne."
16032,Lausanne! and Ferney! ye have been the abodes
16033,  Of Names which unto you bequeathed a name;
16034,"  Mortals, who sought and found, by dangerous roads,"
16035,  A path to perpetuity of Fame:
16036,"  They were gigantic minds, and their steep aim"
16037,"  Was, Titan-like, on daring doubts to pile"
16038,"  Thoughts which should call down thunder, and the flame"
16039,"  Of Heaven again assailed--if Heaven, the while,"
16040,On man and man's research could deign do more than smile.
16041,"The one was fire and fickleness, a child"
16042,"  Most mutable in wishes, but in mind"
16043,"  A wit as various,--gay, grave, sage, or wild,--"
16044,"  Historian, bard, philosopher, combined;"
16045,"  He multiplied himself among mankind,"
16046,  The Proteus of their talents: But his own
16047,"  Breathed most in ridicule,--which, as the wind,"
16048,"  Blew where it listed, laying all things prone,--"
16049,"Now to o'erthrow a fool, and now to shake a throne."
16050,"The other, deep and slow, exhausting thought,"
16051,"  And hiving wisdom with each studious year,"
16052,"  In meditation dwelt--with learning wrought,"
16053,"  And shaped his weapon with an edge severe,"
16054,  Sapping a solemn creed with solemn sneer;
16055,"  The lord of irony,--that master-spell,"
16056,"  Which stung his foes to wrath, which grew from fear"
16057,"  And doomed him to the zealot's ready Hell,"
16058,Which answers to all doubts so eloquently well.
16059,"Yet, peace be with their ashes,--for by them,"
16060,"  If merited, the penalty is paid;"
16061,"  It is not ours to judge,--far less condemn;"
16062,  The hour must come when such things shall be made
16063,"  Known unto all,--or hope and dread allayed"
16064,"  By slumber, on one pillow, in the dust,"
16065,"  Which, thus much we are sure, must lie decayed;"
16066,"  And when it shall revive, as is our trust,"
16067,'Twill be to be forgiven--or suffer what is just.
16068,"But let me quit Man's works, again to read"
16069,"  His Maker's, spread around me, and suspend"
16070,"  This page, which from my reveries I feed,"
16071,  Until it seems prolonging without end.
16072,"  The clouds above me to the white Alps tend,"
16073,"  And I must pierce them, and survey whate'er"
16074,"  May be permitted, as my steps I bend"
16075,"  To their most great and growing region, where"
16076,The earth to her embrace compels the powers of air.
16077,"Italia too! Italia! looking on thee,"
16078,"  Full flashes on the Soul the light of ages,"
16079,"  Since the fierce Carthaginian almost won thee,"
16080,  To the last halo of the Chiefs and Sages
16081,  Who glorify thy consecrated pages;
16082,"  Thou wert the throne and grave of empires; still,"
16083,  The fount at which the panting Mind assuages
16084,"  Her thirst of knowledge, quaffing there her fill,"
16085,Flows from the eternal source of Rome's imperial hill.
16086,Thus far have I proceeded in a theme
16087,  Renewed with no kind auspices:--to feel
16088,"  We are not what we have been, and to deem"
16089,"  We are not what we should be,--and to steel"
16090,"  The heart against itself; and to conceal,"
16091,"  With a proud caution, love, or hate, or aught,--"
16092,"  Passion or feeling, purpose, grief, or zeal,--"
16093,"  Which is the tyrant Spirit of our thought,"
16094,"Is a stern task of soul:--No matter,--it is taught."
16095,"And for these words, thus woven into song,"
16096,"  It may be that they are a harmless wile,--"
16097,"  The colouring of the scenes which fleet along,"
16098,"  Which I would seize, in passing, to beguile"
16099,"  My breast, or that of others, for a while."
16100,"  Fame is the thirst of youth,--but I am not"
16101,"  So young as to regard men's frown or smile,"
16102,  As loss or guerdon of a glorious lot;--
16103,"I stood and stand alone,--remembered or forgot."
16104,"I have not loved the World, nor the World me;"
16105,"  I have not flattered its rank breath, nor bowed"
16106,"  To its idolatries a patient knee,"
16107,"  Nor coined my cheek to smiles,--nor cried aloud"
16108,  In worship of an echo: in the crowd
16109,  They could not deem me one of such--I stood
16110,"  Among them, but not of them--in a shroud"
16111,"  Of thoughts which were not their thoughts, and still could,"
16112,"Had I not filed my mind, which thus itself subdued."
16113,"I have not loved the World, nor the World me,--"
16114,"  But let us part fair foes; I do believe,"
16115,"  Though I have found them not, that there may be"
16116,"  Words which are things,--hopes which will not deceive,"
16117,"  And Virtues which are merciful, nor weave"
16118,  Snares for the failing; I would also deem
16119,  O'er others' griefs that some sincerely grieve--
16120,"  That two, or one, are almost what they seem,--"
16121,That Goodness is no name--and Happiness no dream.
16122,My daughter! with thy name this song begun!
16123,  My daughter! with thy name thus much shall end!--
16124,  I see thee not--I hear thee not--but none
16125,  Can be so wrapt in thee; Thou art the Friend
16126,  To whom the shadows of far years extend:
16127,"  Albeit my brow thou never should'st behold,"
16128,"  My voice shall with thy future visions blend,"
